Week Return On;KO US Equity;FLR US Equity;GE US Equity;AMZN US Equity;WMT US Equity
30/10/2015;-0,010282776;0,03462454;-0,019991892;0,04485585;-0,018181818
6/11/2015;-0,009208973;0,027818448;0,034576286;0,053474996;0,026904263
13/11/2015;-0,013822688;-0,049450549;0,012033824;-0,025812518;-0,040149711
20/11/2015;0,025374577;0,030828516;0,012550375;0,040632054;0,064693371
27/11/2015;0,016969126;0,003530633;-0,009785559;0,007195751;-0,002996504
4/12/2015;0,003244496;-0,004759934;0,004283228;-0,000920892;-0,003840374
11/12/2015;-0,023562024;-0,064046579;-0,007543861;-0,048302212;-0,005028495
18/12/2015;0,005441211;0,016218618;0,000660077;0,037475592;-0,008591644
25/12/2015;0,024470588;0,064932226;0,018164203;-0,002032704;0,03364486
1/01/2016;-0,013321084;-0,030589201;0,010379479;0,019764933;0,007726451
8/01/2016;-0,033752328;-0,082380347;-0,086678022;-0,101850893;0,036541599
15/01/2016;-0,000240906;-0,031848604;0,001407802;-0,060736348;-0,02533837
22/01/2016;0,013493976;0,022407628;-0,008778176;0,045950402;0,01227192
29/01/2016;0,020446981;0,046630916;0,030454179;-0,015728227;0,058542032
5/02/2016;-0,011183597;-0,001113834;-0,019243969;-0,144582624;0,009644364
12/02/2016;0,015786993;-0,02676182;-0,00980896;0,009858005;-0,012238806
19/02/2016;0,015309673;0,039871677;0,02689122;0,054863138;-0,022967664
26/02/2016;-0,01439342;0,031511679;0,013095302;0,038007104;0,028611197
4/03/2016;0,022484933;0,050416578;0,036053473;0,035859013;0,00405954
11/03/2016;0,02471095;0,04575961;-0,003937882;-0,00961505;0,005840072
18/03/2016;0,008849558;0,073706729;0,019115771;-0,030775443;-0,003275272
25/03/2016;-0,000438596;-0,0197428;0,006143618;0,055915809;0,015683346
1/04/2016;0,027424309;-0,011271249;0,026360581;0,026674672;0,015588235
8/04/2016;0,000854153;-0,041861334;-0,035705442;-0,006516291;-0,014480162
15/04/2016;-0,016428419;0,026136142;0,007794735;0,052623613;0,014692918
22/04/2016;-0,033839479;0,031743015;-0,008699996;-0,008611737;-0,004923255
29/04/2016;0,005837449;0,007000737;-0,000324674;0,062997583;-0,026920838
6/05/2016;0,011607143;-0,052506403;-0,020488184;0,0217711;0,020637057
13/05/2016;0,000661959;-0,033790307;-0,015936227;0,053371912;-0,048498168
20/05/2016;-0,030871003;-0,001398881;-0,002699051;-0,010029299;0,075762242
27/05/2016;0,018885097;0,0548329;0,018944486;0,013431986;0,012739765
3/06/2016;0,005806163;-0,00569152;-0,005975222;0,018673481;0,001696113
10/06/2016;0,021092362;-0,005724098;0,003339136;-0,010516305;0,003809793
17/06/2016;-0,026092629;-0,023220111;0,018641779;-0,01604658;-0,00267079
24/06/2016;-0,019200714;-0,041650295;-0,025491003;-0,010518269;0,014235377
1/07/2016;0,02708855;0,009430094;0,05600307;0,038228225;0,011812118
8/07/2016;0,005762411;0,047319253;0,022547225;0,0277395;0,014146408
15/07/2016;0,005509035;0,028504945;0,021116363;-0,013904346;-0,002302275
22/07/2016;0,004383081;-0,009426848;-0,024938382;0,012808659;-0,001628886
29/07/2016;-0,048003491;0,018652455;-0,028694549;0,018728352;-0,007885792
5/08/2016;-0,003438001;-0,029521674;0,004493308;0,009449006;0,010826367
12/08/2016;0,012649494;-0,010204082;-0,001277109;0,008590303;0,001762473
19/08/2016;-0,002498297;0,022174674;0,000319686;-0,019739567;-0,014616322
26/08/2016;-0,013661202;0,007421503;-0,000639167;0,015436215;-0,02293641
2/09/2016;0,007848569;-0,015111447;0,001922058;0,004473342;0,019117234
9/09/2016;-0,031836922;-0,052550825;-0,03771245;-0,015923567;-0,030344828
16/09/2016;-0,003075467;-0,015789474;-0,014283098;0,024179756;0,03655761
23/09/2016;0,014238253;0,011517894;0,007076786;0,034976622;-0,007135996
30/09/2016;-0,00982686;0,043513623;-0,009031804;0,039168477;-0,003178991
7/10/2016;-0,013941399;-0,012665627;-0,018231755;0,002531918;-0,047420965
14/10/2016;-0,001437815;-0,025064141;-0,006532347;-0,019620457;-0,00363901
21/10/2016;0,011039117;0,00242915;0,003114805;-0,00482405;-0,001607012
28/10/2016;0,002373606;0,0523021;0,008281551;-0,052100758;0,024143986
4/11/2016;-0,012787118;-0,140280177;-0,026694864;-0,027398495;-0,011858837
11/11/2016;-0,015831135;0,096651786;0,079815641;-0,021243626;0,029930596
18/11/2016;-0,002924689;0,044982699;-0,001300813;0,028619369;-0,037764987
25/11/2016;0,015155219;0,067783405;0,025103794;0,026586508;0,039247155
2/12/2016;-0,028172405;-0,025173294;-0,003179834;-0,05129618;-0,00491366
9/12/2016;0,040634291;0,069236527;0,014041214;0,038252695;-0,011286682
16/12/2016;-0,006190476;-0,037976899;-0,000946034;-0,014167512;0,012842466
23/12/2016;-0,003354097;-0,026559942;0,004095715;0,003721446;-0,020287405
30/12/2016;-0,003365385;-0,018501215;-0,008784553;-0,014094322;-0,006039689
6/01/2017;0,006753497;0,013328256;0,000319336;0,061503994;-0,01244213
13/01/2017;-0,020603737;0,018789929;-0,007911747;0,026570686;-0,016554351
20/01/2017;0,010763209;-0,026374032;-0,026465593;-0,010781506;0,000744823
27/01/2017;0,003146176;0,072741049;-0,017030702;0,033946532;-0,022625781
3/02/2017;0,002171291;-0,01712873;-0,010330292;-0,030594542;0,012793177
10/02/2017;-0,023110255;0,006827165;0,000672523;0,021303382;0,022857143
17/02/2017;0,016017743;0,006959315;0,021870318;0,021281996;0,019847104
24/02/2017;0,013339801;-0,023746234;-0,005926038;0,000201167;0,043534669
3/03/2017;0,016754428;0,008349973;-0,002319074;0,005489565;-0,032601188
10/03/2017;-0,004472693;-0,01530153;0,005312076;0,003035723;0,000999572
17/03/2017;-0,006148026;-0,019926874;-0,013210017;-0,000175961;-0,00299572
24/03/2017;0,002141328;-0,040477523;-0,005354743;-0,00786099;-0,004006296
31/03/2017;0,007597341;0,022939347;0,002691785;0,048402928;0,035483408
7/04/2017;0,004005655;-0,01368301;0,006374519;0,009407359;0,011376249
14/04/2017;0,00422436;-0,033140655;-0,014336806;-0,011409351;0,003429355
21/04/2017;0,006543585;0,007971303;-0,000337854;0,015666859;0,024470267
28/04/2017;0,001857441;0,014630289;-0,018950889;0,029448099;0,003202562
5/05/2017;0,012514484;-0,061184723;0,007934201;0,00990281;0,017557861
12/05/2017;-0,002288853;-0,032586135;-0,032512336;0,029117379;-0,010326797
19/05/2017;0,007111723;-0,016305514;-0,007783003;-0,001570708;0,040417382
26/05/2017;0,033940774;-0,018974918;-0,02138849;0,037443741;-0,008124921
2/06/2017;0,011015642;0,01289462;0,015663372;0,010996405;0,019070779
9/06/2017;-0,012421007;0,017339772;0,002153009;-0,028230012;-0,002511932
16/06/2017;-0,000220653;-0,028263215;0,037937403;0,009608406;-0,052631579
23/06/2017;-0,001324211;-0,023090586;-0,049310705;0,01622946;-0,005316321
30/06/2017;-0,008839779;0,040454545;-0,020311905;-0,03560683;0,011223944
7/07/2017;-0,01025641;-0,009611184;-0,031840976;0,011115702;-0,004624736
14/07/2017;0,006533003;-0,003970004;0,024092264;0,023550206;0,013407673
21/07/2017;0,007833483;-0,003321523;-0,032487385;0,023816891;-0,002488866
28/07/2017;0,021763269;-0,009553433;-0,014667148;-0,005489095;0,048063033
4/08/2017;-0,011084547;-0,101390758;0,009795972;-0,031822281;0,008394938
11/08/2017;0,001978022;-0,024712931;-0,022501019;-0,019836368;-0,000994036
18/08/2017;0,001754771;-0,03583312;-0,025793135;-0,009834812;-0,013557214
25/08/2017;-0,002189621;0,002654632;-0,00244505;-0,013782382;-0,00857395
1/09/2017;0,004608295;0,022239873;0,026545177;0,034900451;-0,003306626
8/09/2017;0,011358672;0,012691013;-0,052507873;-0,012624585;0,006507592
15/09/2017;-0,002591793;0,034015345;0,004616325;0,021627498;0,019016227
22/09/2017;-0,014941533;0,012367054;0,039282345;-0,032114229;-0,01057477
29/09/2017;-0,01055177;0,02858539;-0,027741641;0,006543817;-0,017477681
6/10/2017;0,010664297;0,019477435;0,008682147;0,029364956;0,011005887
13/10/2017;0,015168169;-0,00722274;-0,057807881;0,013500677;0,096455696
20/10/2017;0,004330879;0,013611828;0,036985731;-0,019971284;0,009466636
27/10/2017;-0,006683915;-0,010419078;-0,12757022;0,120092379;0,008348582
3/11/2017;-0,00217061;0,096396818;-0,031264386;0,009673464;0,017126007
10/11/2017;0,012399391;0,003841229;0,017376392;0,012369557;0,01382694
17/11/2017;-0,017834121;-0,007227891;-0,111271324;0,004025414;0,072041355
24/11/2017;0,003719099;0,004068522;-0,001096867;0,049668991;-0,008720632
1/12/2017;0,001961639;0,037961186;-0,017042985;-0,019940978;0,007555372
8/12/2017;-0,014357189;0,03513458;-0,009507075;-0,000301114;-0,008217771
15/12/2017;0,019421761;0,00138944;0,006208955;0,01475043;0,005800104
22/12/2017;-0,012989825;0,012289395;-0,017957325;-0,009142256;0,011327361
29/12/2017;0,006361044;0,011356961;-0,002859368;0,00095005;0,005498422
5/01/2018;0,004141238;0,034075508;0,062466466;0,051023113;0,013974684
12/01/2018;0,001736488;0,068526493;0,011867621;0,061880665;0,007390392
19/01/2018;0,021885157;0,058875066;-0,13326605;-0,008136684;0,036879151
26/01/2018;0,029050042;0,018202879;-0,007991094;0,083015341;0,036332345
2/02/2018;-0,03709046;-0,044531123;-0,030377298;0,019899433;-0,036073439
9/02/2018;-0,077038305;-0,064296649;-0,044758547;-0,063184027;-0,048908882
16/02/2018;0,042893578;0,047627704;0,00736016;0,081434757;0,054442991
23/02/2018;-0,020898177;0,009023078;-0,037209334;0,035418205;-0,113475854
2/03/2018;-0,007266122;-0,026827171;-0,025530387;0,000166667;-0,044353536
9/03/2018;0,02516011;0,034104966;0,058071599;0,05241793;-0,000563253
16/03/2018;-0,030343597;-0,015037594;-0,042169472;-0,004566499;0,005072137
23/03/2018;-0,02600092;-0,048403886;-0,086648977;-0,048432251;-0,042054503
30/03/2018;0,025986298;0,043208751;0,031368398;-0,032242103;0,041559354
6/04/2018;0,011282524;-0,008738203;-0,031162938;-0,029094753;-0,025626616
13/04/2018;0,013433515;0,021156559;0,032930006;0,018189193;-0,007728688
20/04/2018;-0,017299483;0,011395028;0,077834245;0,06758504;0,011160195
27/04/2018;-0,009830818;0,027995903;-0,011004107;0,029545202;0,003564038
4/05/2018;-0,021934888;-0,240119562;-0,01947507;0,005296893;0,002749456
11/05/2018;-0,005193579;0,017263986;0,035466592;0,013890382;-0,047412316
18/05/2018;0,000949217;0,071965628;0,025337922;-0,017805117;0,003118254
25/05/2018;0,005215742;-0,02745491;-0,022710373;0,022726551;-0,014108082
1/06/2018;0,016981132;0,009684731;-0,036229565;0,019495078;0,006427359
8/06/2018;0,019248609;0,027346939;-0,012055838;0,025859863;0,016508013
15/06/2018;0,003868032;-0,032975765;-0,045227106;0,018990612;-0,007823613
22/06/2018;-0,019718948;0,017255546;-0,018796051;-0,000174828;0,013381123
29/06/2018;0,014104046;-0,014943457;0,04291192;-0,009250031;0,009785428
6/07/2018;0,017783858;0,005535055;0,017634109;0,006371338;-0,013309982
13/07/2018;0,002240143;0,008154944;0,002891845;0,059860987;0,037747012
20/07/2018;0,012069736;-0,010717897;-0,055438218;0,000369547;0,004104903
27/07/2018;0,020538869;0,030253475;-0,004575153;0,001968352;0,000794913
3/08/2018;0,008872538;0,104166667;0,006125586;0,003312661;0,016679905
10/08/2018;-0,011583012;0,000179695;-0,028153403;0,034558408;0,006473214
17/08/2018;0,011284722;0,020840819;-0,036805918;-0,002162965;0,085052118
24/08/2018;-0,020815451;0,015487504;0,016255899;0,012309932;-0,0296372
31/08/2018;-0,023230331;-0,005025997;0,035204234;0,056324427;0,009583992
7/09/2018;0,025802109;-0,022644139;-0,041732992;-0,030128533;-0,000312956
14/09/2018;0,005905512;0,030832294;0,02258484;0,009282454;-0,012939581
21/09/2018;0,012828876;0,027489627;-0,040225783;-0,028007451;0,013849244
28/09/2018;-0,008372692;-0,02237927;-0,072309034;0,045947541;-0,020750782
5/10/2018;-0,006711409;0,010671256;0,167408431;-0,056590115;-0,006389096
12/10/2018;-0,026155187;-0,204529973;-0,065252224;-0,053470219;0,016075447
19/10/2018;0,036929275;-0,001070435;0,019480519;-0,013742515;0,024680941
26/10/2018;-0,008849558;-0,053579083;-0,100320542;-0,068717652;0,018425116
2/11/2018;0,045296167;0,040987319;-0,177875365;0,013829962;0,024257126
9/11/2018;0,035;0,01370459;-0,076427772;0,028159205;0,041641997
16/11/2018;0,009863124;-0,041416309;-0,065268263;-0,069503571;-0,074554756
23/11/2018;-0,022922065;-0,099843295;-0,0561018;-0,057329877;-0,026512437
30/11/2018;0,028151775;0,017905994;-0,009248698;0,125234678;0,02681388
7/12/2018;-0,025992063;-0,107500611;-0,065331373;-0,03611471;-0,045673323
14/12/2018;0,005092687;-0,099370381;0,012836875;-0,02284655;-0,014379225
21/12/2018;-0,035873531;-0,081155015;0,00703307;-0,134718671;-0,051388133
28/12/2018;-0,007778011;0,052927555;0,0503572;0,073011725;0,057385516
4/01/2019;0,007838983;0,071944706;0,095872004;0,065878676;0,014219038
11/01/2019;-0,00483498;0,073856975;0,086271189;0,041367534;0,014982877
18/01/2019;0,005703422;0,051582969;0,013416961;0,033915248;0,030472375
25/01/2019;-0,005040958;-0,031404101;0,011046171;-0,015110246;-0,008083495
1/02/2019;0,028076842;-0,026795284;0,112446196;-0,026541839;-0,03177223
8/02/2019;0,016427105;-0,050660793;-0,037293777;-0,023373078;0,018325165
15/02/2019;-0,086060606;0,053074246;0,028536888;0,012422712;0,04613936
22/02/2019;0,000884173;0,057284495;0,007928652;0,014683292;-0,00440044
1/03/2019;0,002208481;-0,024746028;0,050542661;0,024620608;-0,01627323
8/03/2019;-0,011899515;-0,02457265;-0,067185979;-0,030465446;-0,003471868
15/03/2019;0,010258698;0,033406353;0,039665971;0,056490622;0,00850497
22/03/2019;0,013907285;-0,056968733;0,002008032;0,030606882;-0,001422475
29/03/2019;0,020248204;0,033998314;0,001002004;0,009055004;-0,007631258
5/04/2019;-0,008322663;0,101358696;0,002002002;0,031745051;0,013329232
12/04/2019;0,0058102;0,016037503;-0,100899101;0,003145955;0,027623191
19/04/2019;0,015832264;-0,003156872;0,038888889;0,01010819;0,015951162
26/04/2019;0,01642797;-0,031912302;0,023529412;0,047773797;-0,015991471
3/05/2019;0,009531703;-0,262204328;0,097178683;0,006064707;0,005417118
10/05/2019;-0,010878489;0,048090041;-0,035238095;-0,036933237;-0,001665361
17/05/2019;0,020958705;-0,036446469;-0,012833169;-0,011100647;-0,010303209
24/05/2019;0,008333333;-0,019250253;-0,055;-0,024462279;0,017945667
31/05/2019;-0,009675469;-0,045454545;-0,001058201;-0,026441358;-0,011980131
7/06/2019;0,048035823;0,06024531;0,05720339;0,01631485;0,045544164
14/06/2019;-0,003495824;-0,002722014;0,0250501;0,036385204;0,028380162
21/06/2019;0,004677451;0,093824633;0,024437928;0,022265961;0,018886953
28/06/2019;-0,012221145;0,050842171;0,001908397;-0,009245016;-0,005759021
5/07/2019;0,023369992;-0,039180766;0;0,026024091;0,013485383
12/07/2019;0,000191902;0,015755329;-0,012380952;0,03504537;0,023397035
19/07/2019;-0,01400614;-0,036192214;-0,031822565;-0,023112879;-0,006108202
26/07/2019;0,054096128;0,039760177;0,046812749;-0,010928878;-0,007726076
2/08/2019;-0,03396714;-0,31198786;-0,048525214;-0,061660791;-0,032029729
9/08/2019;0,020829352;-0,143802382;-0,085;-0,008589105;-0,019378428
16/08/2019;0,018532385;-0,104585265;-0,039344262;-0,00830392;0,053225205
23/08/2019;-0,012313913;-0,017836594;-0,093287827;-0,023960013;-0,019116736
30/08/2019;0,024190547;0,035149385;0,035131744;0,01524331;0,030948299
6/09/2019;0,003452035;0,09451047;0,055757576;0,032213208;0,004113426
13/09/2019;-0,017562919;0,083764219;0,072330654;0,003179694;0,023533513
20/09/2019;-0,006450424;-0,038645038;0,003211991;-0,024563159;-0,00383207
27/09/2019;0,007419774;-0,078908189;-0,035218783;-0,038296473;0,012566251
4/10/2019;0,004234948;-0,012931034;-0,05199115;0,008229737;-0,00244829
11/10/2019;-0,022735607;0,029475983;0,026837806;-0,004443423;0,01760325
18/10/2019;0,027767355;0,010604454;0,018181818;0,014775509;-0,00914837
25/10/2019;-0,018802483;0,0409234;0,004464286;0,00217353;-0,000839349
1/11/2019;0,002790698;-0,063004032;0,153333333;0,017095036;-0,011928763
8/11/2019;-0,03135436;0,011296396;0,10982659;-0,003103648;0,015473559
15/11/2019;0,008810573;-0,02712766;0;-0,025975989;-0,004772271
22/11/2019;0,00683501;-0,025150355;0,002604167;0,00358151;0,00412215
29/11/2019;0,006977183;-0,021873247;-0,024242424;0,031551452;-0,002262064
6/12/2019;0,019101124;-0,053325688;-0,015084295;-0,027321191;0,005793937
13/12/2019;0;0,044215627;0,021621622;0,005332268;0,004257806
20/12/2019;0,010106578;0,064965197;-0,027336861;0,014514975;0
27/12/2019;0,006912862;-0,012527233;0,013599275;0,046627484;-0,00581927
3/01/2020;-0,011924119;0,054605626;0,070661896;0,002765002;-0,014215235
10/01/2020;0,015359298;-0,020920502;-0,025062657;0,00436807;-0,01280855
17/01/2020;0,02539168;0,093482906;0,011996572;-0,009792052;-0,012201409
24/01/2020;0,012996136;-0,047874939;-0,008467401;-0,001651723;-0,00513222
31/01/2020;0,012482663;-0,082093381;0,063193851;0,079005608;0,001049226
7/02/2020;0,013527397;0,008943544;0,030522088;0,035126847;0,017119399
14/02/2020;0,012840007;0,082548476;0;0,026735216;0,012365822
21/02/2020;0,003002502;-0,245649949;-0,045206547;-0,01822125;0,005852914
28/02/2020;-0,110427407;-0,36770692;-0,111836735;-0,101251449;-0,091921066
6/03/2020;0,033090297;-0,050429185;-0,136029412;0,009205043;0,088688707
13/03/2020;-0,122873688;-0,211299435;-0,164893617;-0,061064968;-0,02669965
20/03/2020;-0,209820508;-0,193409742;-0,169426752;0,03422409;-0,001139351
27/03/2020;0,117754569;0,152753108;0,168711656;0,029256428;-0,038518908
3/04/2020;0,023826209;-0,078582435;-0,1167979;0,00341561;0,090344953
10/04/2020;0,117955738;0,314381271;0,060921248;0,071420704;0,019417476
17/04/2020;-0,019183673;0,045801527;-0,042016807;0,162642699;0,084729064
24/04/2020;-0,054723263;0,102189781;-0,084795322;0,014829474;-0,02028459
1/05/2020;0,003742021;0,125827815;0,038338658;-0,051522268;-0,050370828
8/05/2020;0,011184211;0,017647059;-0,032307692;0,040931042;0,000162707
15/05/2020;-0,061808718;-0,121387283;-0,12718601;0,012678548;0,024402147
22/05/2020;0,040915395;0,186403509;0,167577413;0,01124584;-0,012783865
29/05/2020;0,036642239;0,073012939;0,024960998;0,002252881;-0,00217164
5/06/2020;0,051628106;0,212747631;0,199391172;0,016635481;-0,02015154
12/06/2020;-0,071093909;-0,121448864;-0,079949239;0,024977849;-0,031424811
19/06/2020;0,009210526;0,090541633;-0,013793103;0,051076219;0,017920843
26/06/2020;-0,053237723;-0,166790215;-0,093706294;0,006676611;-0,012765957
3/07/2020;0,03006656;0,040925267;0,052469136;0,07331583;0,007521974
10/07/2020;0,006016043;-0,01025641;-0,019061584;0,107151507;0,09621676
17/07/2020;0,036987818;0,075129534;0,056801196;-0,074384375;0,008111417
24/07/2020;0,035668518;-0,044176707;-0,02970297;0,015847561;-0,003795354
31/07/2020;-0,025778511;-0,143697479;-0,11516035;0,051769578;-0,014020116
7/08/2020;0,011854361;0,116781158;0,054365733;0,000878446;0,004404946
14/08/2020;0,013598326;0,010544815;0,040625;-0,00613741;0,020235439
21/08/2020;-0,024148607;-0,187826087;-0,052552553;0,043424121;-0,007315234
28/08/2020;0,05393401;0,034261242;0,047543582;0,03564383;0,065866444
4/09/2020;0,024282561;-0,066252588;-0,028744327;-0,031506849;0,018032787
11/09/2020;0,00039185;0,005543237;-0,073208723;-0,054148885;-0,042918154
18/09/2020;-0,011946729;0,038588754;0,156302521;-0,051764638;-0,010314557
25/09/2020;-0,034291378;0,018046709;-0,111918605;0,047453222;0,014635228
2/10/2020;0,013136289;-0,019812304;0,045826514;0,009650645;0,023530269
9/10/2020;0,029376013;0,161702128;0,070422535;0,051728;0,016227758
16/10/2020;-0,015351309;-0,001831502;0,065789474;-0,004241401;0,013517299
23/10/2020;0,009794124;0,119266055;0,046639232;-0,02087261;-0,00594292
30/10/2020;-0,048693587;-0,069672131;-0,027522936;-0,052505929;-0,035453597
